,0
3504,"Electric power sector net generation from nuclear, Southwest, Quarterly"
3505,"Electric power sector net generation from nuclear, Texas (ERCOT), Quarterly"
3506,"Lower 48 States (excl GOM) Crude Oil Production, Quarterly"
3507,"Electric power sector  net generation from other nonrenewable fuels, Midwest (Midcontinent ISO), Quarterly"
3508,"Electric power sector  net generation from other nonrenewable fuels, New England (ISO-NE), Quarterly"
3509,"Unplanned liquid fuel production disruptions, Canada, Quarterly"
3510,"Unplanned liquid fuel production disruptions, Chad, Quarterly"
3511,"Unplanned liquid fuel production disruptions, China, Quarterly"
3512,"Unplanned liquid fuel production disruptions, Colombia, Quarterly"
3513,"Unplanned liquid fuel production disruptions, Gabon, Quarterly"
3514,"Unplanned liquid fuel production disruptions, Ghana, Quarterly"
3515,"Unplanned liquid fuel production disruptions, Indonesia, Quarterly"
3516,"Natural Gas Working Inventory Pacific Region, Quarterly"
3517,"Other HC/Oxygenates Net Imports, Quarterly"
3518,"Other HC/Oxygenates Production, Quarterly"
3519,"Electric power sector  net generation from other nonrenewable fuels, Northwest, Quarterly"
3520,"Electric power sector  net generation from other nonrenewable fuels, New York (NYISO), Quarterly"
3521,"Electric power sector  net generation from other nonrenewable fuels, Mid-Atlantic (PJM), Quarterly"
3522,"Natural Gas Working Inventory East Region, Quarterly"
3523,"Natural Gas Working Inventory Mountain Region, Quarterly"
3524,"Commercial sector net generation from other gases, United States, Quarterly"
3525,"Industrial Sector Generation from Other Gases, Quarterly"
3526,"Consumption of Non-wood Waste Biomass Energy by All Sectors, Quarterly"
3527,"Net generation from other nonrenewable fuels, all sectors, United States, Quarterly"
3528,"Commercial Sector Generation from Other Gases, Quarterly"
3529,"Electric power sector net generation from other gases, California, Quarterly"
3530,"Industrial Sector Generation from Other Nonrenewable Fuels, Quarterly"
3531,"Electric power sector net generation from petroleum, Northwest, Quarterly"
3532,"Electric power sector net generation from petroleum, New York (NYISO), Quarterly"
3533,"Electric power sector net generation from petroleum, Mid-Atlantic (PJM), Quarterly"
3534,"Electric power sector net generation from petroleum, Southeast (SERC), Quarterly"
3535,"Electric power sector net generation from petroleum, Central (SPP ISO), Quarterly"
3536,"Commercial Sector Generation from Coal, Quarterly"
3537,"Heating Degree Days W. N. Central, Prior 10-Year Average, Quarterly"
3538,"Butanes/Butylenes Refinery and Blender Net Production, Quarterly"
3539,"Butanes/Butylenes Product Supplied, Quarterly"
3540,"Electric power sector net generation from other energy sources, Midwest (Midcontinent ISO), Monthly"
3541,"Net generation from biomass, all sectors, United States, Quarterly"
3542,"Real Gross State Product W. N. Central, Quarterly"
3543,"Heating Degree Days W. S. Central, Quarterly"
3544,"Heating Degree Days W. S. Central, Prior 10-Year Average, Quarterly"
3545,"Electric power sector  consumption of coal, Midwest (Midcontinent ISO), Quarterly"
3546,"Electric power sector  consumption of coal, New England (ISO-NE), Quarterly"
3547,"Electric power sector  consumption of coal, Northwest, Quarterly"
3548,"Electric power sector  consumption of coal, New York (NYISO), Quarterly"
3549,"Electric power sector  consumption of coal, Mid-Atlantic (PJM), Quarterly"
3550,"Electric power sector  consumption of coal, Southeast (SERC), Quarterly"
3551,"Biofuel Total Consumption, Quarterly"
3552,"Comm. and Indus. Sectors Total Biomass Net Summer Capacity, Quarterly"
3553,"Real Gross State Product W. S. Central, Quarterly"
3554,"Electric power sector net generation from wind, Mid-Atlantic (PJM), Monthly"
3555,"Heating Degree Days South Atlantic, Quarterly"
3556,"Electric Power Sector Wood Biomass Net Summer Capacity, Monthly"
3557,"Electric Power Sector Consumption of Wood and Wood Waste Biomass Energy, Monthly"
3558,"Electric power sector net generation from wood biomass, United States, Monthly"
3559,"Electric Power Sector Generation from Wood Biomass, Monthly"
3560,"Industrial Sector Consumption of Wood and Wood Waste Biomass Energy, Monthly"
3561,"Residential Sector Consumption of Wood and Wood Waste Biomass Energy, Monthly"
3562,"Consumption of Wood and Wood Waste Biomass Energy by All Sectors, Monthly"
3563,"Generation from Wood Biomass by All Sectors, Monthly"
3564,"Civilian Unemployment Rate, Monthly"
3565,"Real Gross State Product E. N. Central, Quarterly"
3566,"Electric power sector net generation from other energy sources, Southeast (SERC), Monthly"
3567,"Heating Degree Days South Atlantic, Prior 10-Year Average, Quarterly"
3568,"Natural Gas Balancing Item (Consumption - Supply), Quarterly"
3569,"Electric power sector net generation from wind, Midwest (Midcontinent ISO), Monthly"
3570,"Brent crude oil spot price, Quarterly"
3571,"Biodiesel, Renewable Diesel, and Other, Quarterly"
3572,"Comm. and Indus. Sectors Wind Net Summer Capacity, Monthly"
3573,"Electric power sector net generation from other energy sources, New England (ISO-NE), Monthly"
3574,"Industrial and commercial sector net generation from biomass (all types), United States, Quarterly"
3575,"Commercial sector net generation from biomass, United States, Quarterly"
3576,"Comm. and Indus. Sectors Total Generation, Quarterly"
3577,"Total Net Generation of Electricity from Large-Scale Power Plants, Commercial and Industrial Sectors, United States, Quarterly"
3578,"Producer Price Index: All Commodities, Quarterly"
3579,"Plastics and Rubber Products Production Index, Quarterly"
3580,"Industrial and commercial sector net generation from wind, United States, Monthly"
3581,"Commercial sector net generation from wind, United States, Monthly"
3582,"Electric Power Sector Consumption of Wind Energy, Monthly"
3583,"Electric Power Sector Total Biomass Net Summer Capacity, Quarterly"
3584,"Electric power sector net generation from biomass, California, Quarterly"
3585,"Electric power sector net generation from biomass, Florida (FRCC), Quarterly"
3586,"Real Gross State Product E. S. Central, Quarterly"
3587,"Electric power sector net generation from wind, Southeast (SERC), Monthly"
3588,"Agricultural Chemicals Production Index, Quarterly"
3589,"Electric power sector net generation from other energy sources, California, Monthly"
3590,"Biodiesel Net Imports, Quarterly"
3591,"Real Gross State Product Middle Atlantic, Quarterly"
3592,"Electric power sector net generation from wind, New England (ISO-NE), Monthly"
3593,"Electric power sector net generation from other energy sources, Central (SPP ISO), Monthly"
3594,"Producer Price Index: Petroleum, Quarterly"
3595,"Biodiesel Production, Quarterly"
3596,"Biodiesel Inventory, Quarterly"
3597,"Electric power sector net generation from other energy sources, Northwest, Monthly"
3598,"Electric power sector net generation from biomass, Hawaii and Alaska, Quarterly"
3599,"Electric power sector net generation from biomass, Midwest (Midcontinent ISO), Quarterly"
3600,"Stone, Clay, Glass, and Concrete Products Production Index, Quarterly"
3601,"Cooling Degree Days U.S. Average , Prior 10-Year Average, Quarterly"
3602,"Electric Power Sector Wind Net Summer Capacity, Monthly"
3603,"Electric power sector net generation from biomass, New England (ISO-NE), Quarterly"
3604,"Electric power sector net generation from biomass, Northwest, Quarterly"
3605,"Electric power sector net generation from biomass, New York (NYISO), Quarterly"
3606,"Consumer Price Index (all urban consumers), Quarterly"
3607,"Basic Chemical Manufacturing Production Index, Quarterly"
3608,"Cooling Degree Days South Atlantic, Prior 10-Year Average, Quarterly"
3609,"Electric power sector net generation from other energy sources, Florida (FRCC), Monthly"
3610,"Real Gross State Product Mountain, Quarterly"
3611,"Real Gross State Product New England, Quarterly"
3612,"Electric power sector net generation from wind, Central (SPP ISO), Monthly"
3613,"Consumption of Energy from Biomass-based Diesel by All Sectors, Quarterly"
3614,"Biodiesel Consumption, Quarterly"
3615,"Electric power sector net generation from wind, Northwest, Monthly"
3616,"Electric power sector net generation from other energy sources, Southwest, Monthly"
3617,"Propane PADD 1 (East Coast) Inventory, Quarterly"
3618,"Propane PADD 2 (Midwest) Inventory, Quarterly"
3619,"Propane PADD 3 (Gulf Coast) Inventory, Quarterly"
3620,"Butanes/Butylenes Inventory, Quarterly"
3621,"Butanes Refinery and Blender Net Inputs, Quarterly"
3622,"Electric power sector net generation from other energy sources, New York (NYISO), Monthly"
3623,"Electric power sector net generation from biomass, Mid-Atlantic (PJM), Quarterly"
3624,"Electric power sector net generation from biomass, Southeast (SERC), Quarterly"
3625,"Propane PADD 4 (Rocky Mountain) Inventory, Quarterly"
3626,"Propane PADD 5 (West Coast) Inventory, Quarterly"
3627,"Propane US Total Inventory, Quarterly"
3628,"Coal Supply-Demand Discrepancy, Quarterly"
3629,"Industrial Sector Generation from Coal, Quarterly"
3630,"Electric power sector  consumption of coal, California, Quarterly"
3631,"Electric power sector  consumption of coal, Florida (FRCC), Quarterly"
3632,"Electric power sector net generation from wind, California, Monthly"
3633,"Electric power sector net generation from wind, Florida (FRCC), Monthly"
3634,"Electric power sector net generation from biomass, Central (SPP ISO), Quarterly"
3635,"Electric power sector net generation from biomass, Southwest, Quarterly"
3636,"Electric power sector net generation from biomass, Texas (ERCOT), Quarterly"
3637,"Electric power sector  consumption of coal, Hawaii and Alaska, Quarterly"
3638,"Comm. and Indus. Sectors Wood Biomass Net Summer Capacity, Monthly"
3639,"Electric power sector net generation from other energy sources, Hawaii and Alaska, Monthly"
3640,"Subtotal Renewable Energy Consumption: Transportation Sector, Quarterly"
3641,"Real Gross State Product Pacific, Quarterly"
3642,"Real Gross State Product S. Atlantic, Quarterly"
3643,"Electric power sector net generation from wind, Southwest, Monthly"
3644,"Industrial and commercial sector net generation from wood biomass, United States, Monthly"
3645,"Industrial Sector Generation from Wood Biomass, Monthly"
3646,"Biofuel Losses and Co-products, Quarterly"
3647,"Electric power sector net generation from wind, New York (NYISO), Monthly"
3648,"Electric power sector net generation from other energy sources, Texas (ERCOT), Monthly"
3649,"Real Disposable Personal Income, Monthly"
3650,"Real Disposable Personal Income, Monthly"
3651,"Food and Kindred Products Production Index, Monthly"
3652,"Wood Products Production Index, Monthly"
3653,"Paper and Allied Products Production Index, Monthly"
3654,"Petroleum and Coal Products Production Index, Monthly"
3655,"Resins and Synthetic Rubber Production Index, Monthly"
3656,"Agricultural Chemicals Production Index, Monthly"
3657,"Basic Chemical Manufacturing Production Index, Monthly"
3658,"Plastics and Rubber Products Production Index, Monthly"
3659,"Stone, Clay, Glass, and Concrete Products Production Index, Monthly"
3660,"Primary Metals Production Index, Monthly"
3661,"Manufacturing Production Index, Monthly"
3662,"Manufacturing Production Index, Monthly"
3663,"Total Industrial Production Index, Monthly"
3664,"Cooling Degree Days U.S. Average, Monthly"
3665,"Cooling Degree Days U.S. Average, Monthly"
3666,"Cooling Degree Days E. N. Central, Monthly"
3667,"Cooling Degree Days E. N. Central, Prior 10-Year Average, Monthly"
3668,"Cooling Degree Days E. S. Central, Monthly"
3669,"Cooling Degree Days E. S. Central, Prior 10-Year Average, Monthly"
3670,"Cooling Degree Days Middle Atlantic, Monthly"
3671,"Cooling Degree Days Middle Atlantic, Prior 10-Year Average, Monthly"
3672,"Cooling Degree Days Mountain, Monthly"
3673,"Cooling Degree Days Mountain, Prior 10-Year Average, Monthly"
3674,"Cooling Degree Days New England, Monthly"
3675,"Cooling Degree Days New England, Prior 10-Year Average, Monthly"
3676,"Cooling Degree Days Pacific, Monthly"
3677,"Cooling Degree Days Pacific, Prior 10-Year Average, Monthly"
3678,"Cooling Degree Days South Atlantic, Monthly"
3679,"Cooling Degree Days South Atlantic, Prior 10-Year Average, Monthly"
3680,"Cooling Degree Days U.S. Average , Prior 10-Year Average, Monthly"
3681,"Cooling Degree Days W. N. Central, Monthly"
3682,"Cooling Degree Days W. N. Central, Prior 10-Year Average, Monthly"
3683,"Cooling Degree Days W. S. Central, Monthly"
3684,"Asphalt and Road Oil Product Supplied, Quarterly"
3685,"Electric power sector net generation from wind, Hawaii and Alaska, Monthly"
3686,"Electric power sector net generation from other energy sources, Mid-Atlantic (PJM), Monthly"
3687,"Electric power sector net generation from biomass, United States, Quarterly"
